fecha,anio,mes,linea,afluencia
2018-08-27,2018,Agosto,Línea 6,215407.0
2018-08-27,2018,Agosto,Línea 7,107395.0
2018-08-27,2018,Agosto,Línea 3,176158.0
2018-08-27,2018,Agosto,Línea 4,65273.0
2018-08-27,2018,Agosto,Línea 1,507371.0
2018-08-27,2018,Agosto,Línea 5,91227.0
2018-08-27,2018,Agosto,Línea 2,206576.0
2018-08-28,2018,Agosto,Línea 4,65793.0
2018-08-28,2018,Agosto,Línea 6,222924.0
2018-08-28,2018,Agosto,Línea 7,113017.0
2018-08-28,2018,Agosto,Línea 1,523034.0
2018-08-28,2018,Agosto,Línea 5,98148.0
2018-08-28,2018,Agosto,Línea 2,211700.0
2018-08-28,2018,Agosto,Línea 3,181265.0
2018-08-29,2018,Agosto,Línea 7,116083.0
2018-08-29,2018,Agosto,Línea 5,97712.0
2018-08-29,2018,Agosto,Línea 6,218210.0
2018-08-29,2018,Agosto,Línea 4,66142.0
2018-08-29,2018,Agosto,Línea 3,179896.0
2018-08-29,2018,Agosto,Línea 1,526444.0
2018-08-29,2018,Agosto,Línea 2,208549.0
2018-08-30,2018,Agosto,Línea 3,183364.0
2018-08-30,2018,Agosto,Línea 5,97733.0
2018-08-30,2018,Agosto,Línea 2,214596.0
2018-08-30,2018,Agosto,Línea 7,117332.0
2018-08-30,2018,Agosto,Línea 1,536348.0
2018-08-30,2018,Agosto,Línea 4,70081.0
2018-08-30,2018,Agosto,Línea 6,223844.0
2018-08-31,2018,Agosto,Línea 7,127016.0
2018-08-31,2018,Agosto,Línea 3,195180.0
2018-08-31,2018,Agosto,Línea 4,72964.0
2018-08-31,2018,Agosto,Línea 5,104720.0
2018-08-31,2018,Agosto,Línea 6,239684.0
2018-08-31,2018,Agosto,Línea 1,566393.0
2018-08-31,2018,Agosto,Línea 2,217751.0
2018-09-01,2018,Septiembre,Línea 5,73544.0
2018-09-01,2018,Septiembre,Línea 1,304478.0
2018-09-01,2018,Septiembre,Línea 2,130823.0
2018-09-01,2018,Septiembre,Línea 4,67819.0
2018-09-01,2018,Septiembre,Línea 6,145707.0
2018-09-01,2018,Septiembre,Línea 7,85431.0
2018-09-01,2018,Septiembre,Línea 3,138053.0
2018-09-02,2018,Septiembre,Línea 7,52758.0
2018-09-02,2018,Septiembre,Línea 3,81915.0
2018-09-02,2018,Septiembre,Línea 2,79705.0
2018-09-02,2018,Septiembre,Línea 4,32802.0
2018-09-02,2018,Septiembre,Línea 5,51166.0
2018-09-02,2018,Septiembre,Línea 6,98535.0
2018-09-02,2018,Septiembre,Línea 1,161086.0
2018-09-03,2018,Septiembre,Línea 3,174069.0
2018-09-03,2018,Septiembre,Línea 4,61264.0
2018-09-03,2018,Septiembre,Línea 5,98327.0
2018-09-03,2018,Septiembre,Línea 2,211865.0
2018-09-03,2018,Septiembre,Línea 6,229088.0
2018-09-03,2018,Septiembre,Línea 7,117668.0
2018-09-03,2018,Septiembre,Línea 1,525239.0
2018-09-04,2018,Septiembre,Línea 7,122627.0
2018-09-04,2018,Septiembre,Línea 5,100638.0
2018-09-04,2018,Septiembre,Línea 2,215260.0
2018-09-04,2018,Septiembre,Línea 6,226045.0
2018-09-04,2018,Septiembre,Línea 1,531815.0
2018-09-04,2018,Septiembre,Línea 4,67242.0
2018-09-04,2018,Septiembre,Línea 3,185442.0
2018-09-05,2018,Septiembre,Línea 6,224724.0
2018-09-05,2018,Septiembre,Línea 1,510221.0
2018-09-05,2018,Septiembre,Línea 7,123737.0
2018-09-05,2018,Septiembre,Línea 4,70240.0
2018-09-05,2018,Septiembre,Línea 5,97478.0
2018-09-05,2018,Septiembre,Línea 3,187020.0
2018-09-05,2018,Septiembre,Línea 2,205408.0
2018-09-06,2018,Septiembre,Línea 6,220216.0
2018-09-06,2018,Septiembre,Línea 7,119366.0
2018-09-06,2018,Septiembre,Línea 3,183414.0
2018-09-06,2018,Septiembre,Línea 4,67451.0
2018-09-06,2018,Septiembre,Línea 2,205414.0
2018-09-06,2018,Septiembre,Línea 5,93698.0
2018-09-06,2018,Septiembre,Línea 1,517028.0
2018-09-07,2018,Septiembre,Línea 6,233291.0
2018-09-07,2018,Septiembre,Línea 1,548476.0
2018-09-07,2018,Septiembre,Línea 4,73028.0
2018-09-07,2018,Septiembre,Línea 5,101774.0
2018-09-07,2018,Septiembre,Línea 7,127164.0
2018-09-07,2018,Septiembre,Línea 3,197510.0
2018-09-07,2018,Septiembre,Línea 2,214123.0
2018-09-08,2018,Septiembre,Línea 6,143194.0
2018-09-08,2018,Septiembre,Línea 1,308874.0
2018-09-08,2018,Septiembre,Línea 7,77610.0
2018-09-08,2018,Septiembre,Línea 4,66072.0
2018-09-08,2018,Septiembre,Línea 5,71466.0
2018-09-08,2018,Septiembre,Línea 2,136003.0
2018-09-08,2018,Septiembre,Línea 3,132981.0
2018-09-09,2018,Septiembre,Línea 6,98183.0
2018-09-09,2018,Septiembre,Línea 5,51287.0
2018-09-09,2018,Septiembre,Línea 2,87173.0
2018-09-09,2018,Septiembre,Línea 7,49059.0
2018-09-09,2018,Septiembre,Línea 4,33649.0
2018-09-09,2018,Septiembre,Línea 1,166649.0
2018-09-09,2018,Septiembre,Línea 3,84171.0
2018-09-10,2018,Septiembre,Línea 5,97845.0
2018-09-10,2018,Septiembre,Línea 6,220184.0
2018-09-10,2018,Septiembre,Línea 2,206934.0
2018-09-10,2018,Septiembre,Línea 3,180480.0
2018-09-10,2018,Septiembre,Línea 4,67990.0
2018-09-10,2018,Septiembre,Línea 7,118521.0
2018-09-10,2018,Septiembre,Línea 1,513766.0
2018-09-11,2018,Septiembre,Línea 4,67053.0
2018-09-11,2018,Septiembre,Línea 2,209434.0
2018-09-11,2018,Septiembre,Línea 6,223752.0
2018-09-11,2018,Septiembre,Línea 7,122556.0
2018-09-11,2018,Septiembre,Línea 5,97841.0
2018-09-11,2018,Septiembre,Línea 3,182719.0
2018-09-11,2018,Septiembre,Línea 1,529171.0
2018-09-12,2018,Septiembre,Línea 6,232294.0
2018-09-12,2018,Septiembre,Línea 2,209784.0
2018-09-12,2018,Septiembre,Línea 7,123005.0
2018-09-12,2018,Septiembre,Línea 1,530185.0
2018-09-12,2018,Septiembre,Línea 4,67151.0
2018-09-12,2018,Septiembre,Línea 5,100166.0
2018-09-12,2018,Septiembre,Línea 3,186826.0
2018-09-13,2018,Septiembre,Línea 7,114661.0
2018-09-13,2018,Septiembre,Línea 3,187003.0
2018-09-13,2018,Septiembre,Línea 2,216386.0
2018-09-13,2018,Septiembre,Línea 6,231776.0
2018-09-13,2018,Septiembre,Línea 1,530757.0
2018-09-13,2018,Septiembre,Línea 5,101385.0
2018-09-13,2018,Septiembre,Línea 4,68586.0
2018-09-14,2018,Septiembre,Línea 7,124567.0
2018-09-14,2018,Septiembre,Línea 3,195399.0
2018-09-14,2018,Septiembre,Línea 4,70948.0
2018-09-14,2018,Septiembre,Línea 6,238369.0
2018-09-14,2018,Septiembre,Línea 1,538737.0
2018-09-14,2018,Septiembre,Línea 5,100643.0
2018-09-14,2018,Septiembre,Línea 2,209265.0
2018-09-15,2018,Septiembre,Línea 6,125247.0
2018-09-15,2018,Septiembre,Línea 7,65590.0
2018-09-15,2018,Septiembre,Línea 1,249764.0
2018-09-15,2018,Septiembre,Línea 4,47174.0
2018-09-15,2018,Septiembre,Línea 5,65034.0
2018-09-15,2018,Septiembre,Línea 3,109332.0
2018-09-15,2018,Septiembre,Línea 2,112960.0
2018-09-16,2018,Septiembre,Línea 6,71773.0
2018-09-16,2018,Septiembre,Línea 7,36484.0
2018-09-16,2018,Septiembre,Línea 4,16012.0
2018-09-16,2018,Septiembre,Línea 2,61090.0
2018-09-16,2018,Septiembre,Línea 1,125132.0
2018-09-16,2018,Septiembre,Línea 3,60038.0
2018-09-16,2018,Septiembre,Línea 5,40546.0
2018-09-17,2018,Septiembre,Línea 1,499347.0
2018-09-17,2018,Septiembre,Línea 5,91691.0
2018-09-17,2018,Septiembre,Línea 3,179347.0
2018-09-17,2018,Septiembre,Línea 4,64760.0
2018-09-17,2018,Septiembre,Línea 6,233204.0
2018-09-17,2018,Septiembre,Línea 7,114693.0
2018-09-17,2018,Septiembre,Línea 2,201527.0
2018-09-18,2018,Septiembre,Línea 6,238689.0
2018-09-18,2018,Septiembre,Línea 2,212531.0
2018-09-18,2018,Septiembre,Línea 4,65427.0
2018-09-18,2018,Septiembre,Línea 5,97415.0
2018-09-18,2018,Septiembre,Línea 7,122363.0
2018-09-18,2018,Septiembre,Línea 1,521884.0
2018-09-18,2018,Septiembre,Línea 3,188194.0
2018-09-19,2018,Septiembre,Línea 6,240950.0
2018-09-19,2018,Septiembre,Línea 7,118932.0
2018-09-19,2018,Septiembre,Línea 4,65162.0
2018-09-19,2018,Septiembre,Línea 1,515581.0
2018-09-19,2018,Septiembre,Línea 5,98372.0
2018-09-19,2018,Septiembre,Línea 2,207728.0
2018-09-19,2018,Septiembre,Línea 3,183984.0
2018-09-20,2018,Septiembre,Línea 3,189251.0
2018-09-20,2018,Septiembre,Línea 7,123523.0
2018-09-20,2018,Septiembre,Línea 4,68782.0
2018-09-20,2018,Septiembre,Línea 2,215875.0
2018-09-20,2018,Septiembre,Línea 5,99673.0
2018-09-20,2018,Septiembre,Línea 6,242477.0
2018-09-20,2018,Septiembre,Línea 1,536086.0
2018-09-21,2018,Septiembre,Línea 6,252581.0
2018-09-21,2018,Septiembre,Línea 7,127072.0
2018-09-21,2018,Septiembre,Línea 1,557855.0
2018-09-21,2018,Septiembre,Línea 4,70897.0
2018-09-21,2018,Septiembre,Línea 5,105598.0
2018-09-21,2018,Septiembre,Línea 3,198930.0
2018-09-21,2018,Septiembre,Línea 2,217767.0
2018-09-22,2018,Septiembre,Línea 7,81331.0
2018-09-22,2018,Septiembre,Línea 3,131851.0
2018-09-22,2018,Septiembre,Línea 4,64305.0
2018-09-22,2018,Septiembre,Línea 5,70033.0
2018-09-22,2018,Septiembre,Línea 6,149615.0
2018-09-22,2018,Septiembre,Línea 1,304631.0
2018-09-22,2018,Septiembre,Línea 2,131177.0
2018-09-23,2018,Septiembre,Línea 7,38901.0
2018-09-23,2018,Septiembre,Línea 1,166892.0
2018-09-23,2018,Septiembre,Línea 2,78563.0
2018-09-23,2018,Septiembre,Línea 4,32266.0
2018-09-23,2018,Septiembre,Línea 5,48635.0
2018-09-23,2018,Septiembre,Línea 6,93098.0
2018-09-23,2018,Septiembre,Línea 3,78738.0
2018-09-24,2018,Septiembre,Línea 6,239770.0
2018-09-24,2018,Septiembre,Línea 3,182345.0
2018-09-24,2018,Septiembre,Línea 7,119038.0
2018-09-24,2018,Septiembre,Línea 4,65217.0
2018-09-24,2018,Septiembre,Línea 5,98237.0
2018-09-24,2018,Septiembre,Línea 1,511590.0
2018-09-24,2018,Septiembre,Línea 2,207882.0
2018-09-25,2018,Septiembre,Línea 6,238657.0
2018-09-25,2018,Septiembre,Línea 7,123222.0
2018-09-25,2018,Septiembre,Línea 3,186843.0
2018-09-25,2018,Septiembre,Línea 1,524379.0
2018-09-25,2018,Septiembre,Línea 5,98262.0
2018-09-25,2018,Septiembre,Línea 2,211880.0
2018-09-25,2018,Septiembre,Línea 4,66957.0
2018-09-26,2018,Septiembre,Línea 7,118849.0
2018-09-26,2018,Septiembre,Línea 1,527725.0
2018-09-26,2018,Septiembre,Línea 5,97515.0
2018-09-26,2018,Septiembre,Línea 2,210287.0
2018-09-26,2018,Septiembre,Línea 3,185271.0
2018-09-26,2018,Septiembre,Línea 4,67726.0
2018-09-26,2018,Septiembre,Línea 6,231511.0
2018-09-27,2018,Septiembre,Línea 6,242629.0
2018-09-27,2018,Septiembre,Línea 1,537594.0
2018-09-27,2018,Septiembre,Línea 4,68753.0
2018-09-27,2018,Septiembre,Línea 2,212809.0
2018-09-27,2018,Septiembre,Línea 5,98855.0
2018-09-27,2018,Septiembre,Línea 7,125918.0
2018-09-27,2018,Septiembre,Línea 3,187472.0
2018-09-28,2018,Septiembre,Línea 6,255297.0
2018-09-28,2018,Septiembre,Línea 1,561144.0
2018-09-28,2018,Septiembre,Línea 2,217643.0
2018-09-28,2018,Septiembre,Línea 3,198356.0
2018-09-28,2018,Septiembre,Línea 4,72411.0
2018-09-28,2018,Septiembre,Línea 5,104372.0
2018-09-28,2018,Septiembre,Línea 7,129719.0
2018-09-29,2018,Septiembre,Línea 6,139168.0
2018-09-29,2018,Septiembre,Línea 1,311542.0
2018-09-29,2018,Septiembre,Línea 5,71020.0
2018-09-29,2018,Septiembre,Línea 7,83935.0
2018-09-29,2018,Septiembre,Línea 4,67927.0
2018-09-29,2018,Septiembre,Línea 2,133772.0
2018-09-29,2018,Septiembre,Línea 3,133577.0
2018-09-30,2018,Septiembre,Línea 6,97484.0
2018-09-30,2018,Septiembre,Línea 7,55604.0
2018-09-30,2018,Septiembre,Línea 3,88522.0
2018-09-30,2018,Septiembre,Línea 1,170399.0
2018-09-30,2018,Septiembre,Línea 5,51049.0
2018-09-30,2018,Septiembre,Línea 4,34701.0
2018-09-30,2018,Septiembre,Línea 2,82904.0
2018-10-01,2018,Octubre,Línea 7,121257.0
2018-10-01,2018,Octubre,Línea 5,101862.0
2018-10-01,2018,Octubre,Línea 4,67313.0
2018-10-01,2018,Octubre,Línea 6,244291.0
2018-10-01,2018,Octubre,Línea 1,517314.0
2018-10-01,2018,Octubre,Línea 3,186587.0
2018-10-01,2018,Octubre,Línea 2,208804.0
2018-10-02,2018,Octubre,Línea 6,224069.0
2018-10-02,2018,Octubre,Línea 3,182829.0
2018-10-02,2018,Octubre,Línea 4,53974.0
2018-10-02,2018,Octubre,Línea 1,515781.0
2018-10-02,2018,Octubre,Línea 5,94679.0
2018-10-02,2018,Octubre,Línea 7,116238.0
2018-10-02,2018,Octubre,Línea 2,190912.0
2018-10-03,2018,Octubre,Línea 3,188606.0
2018-10-03,2018,Octubre,Línea 6,240830.0
2018-10-03,2018,Octubre,Línea 7,127075.0
2018-10-03,2018,Octubre,Línea 4,71405.0
2018-10-03,2018,Octubre,Línea 5,100419.0
2018-10-03,2018,Octubre,Línea 1,544310.0
2018-10-03,2018,Octubre,Línea 2,214383.0
2018-10-04,2018,Octubre,Línea 2,214497.0
2018-10-04,2018,Octubre,Línea 3,189574.0
2018-10-04,2018,Octubre,Línea 4,70005.0
2018-10-04,2018,Octubre,Línea 5,99061.0
2018-10-04,2018,Octubre,Línea 6,237387.0
2018-10-04,2018,Octubre,Línea 7,125979.0
2018-10-04,2018,Octubre,Línea 1,541460.0
2018-10-05,2018,Octubre,Línea 6,252815.0
2018-10-05,2018,Octubre,Línea 2,224075.0
2018-10-05,2018,Octubre,Línea 7,134200.0
2018-10-05,2018,Octubre,Línea 4,72510.0
2018-10-05,2018,Octubre,Línea 5,106019.0
2018-10-05,2018,Octubre,Línea 1,570842.0
2018-10-05,2018,Octubre,Línea 3,202896.0
2018-10-06,2018,Octubre,Línea 3,132102.0
2018-10-06,2018,Octubre,Línea 4,65117.0
2018-10-06,2018,Octubre,Línea 1,308316.0
2018-10-06,2018,Octubre,Línea 5,70763.0
2018-10-06,2018,Octubre,Línea 2,135121.0
2018-10-06,2018,Octubre,Línea 6,145131.0
2018-10-06,2018,Octubre,Línea 7,91314.0
2018-10-07,2018,Octubre,Línea 6,97868.0
2018-10-07,2018,Octubre,Línea 3,88143.0
2018-10-07,2018,Octubre,Línea 7,53822.0
2018-10-07,2018,Octubre,Línea 4,32980.0
2018-10-07,2018,Octubre,Línea 5,49768.0
2018-10-07,2018,Octubre,Línea 2,80595.0
2018-10-07,2018,Octubre,Línea 1,168478.0
2018-10-08,2018,Octubre,Línea 6,230711.0
2018-10-08,2018,Octubre,Línea 3,179654.0
2018-10-08,2018,Octubre,Línea 5,97496.0
2018-10-08,2018,Octubre,Línea 1,513148.0
2018-10-08,2018,Octubre,Línea 4,66655.0
2018-10-08,2018,Octubre,Línea 2,208114.0
2018-10-08,2018,Octubre,Línea 7,127795.0
2018-10-09,2018,Octubre,Línea 3,188627.0
2018-10-09,2018,Octubre,Línea 1,540615.0
2018-10-09,2018,Octubre,Línea 7,133964.0
2018-10-09,2018,Octubre,Línea 5,99777.0
2018-10-09,2018,Octubre,Línea 2,217093.0
2018-10-09,2018,Octubre,Línea 4,69773.0
2018-10-09,2018,Octubre,Línea 6,255596.0
2018-10-10,2018,Octubre,Línea 6,220607.0
2018-10-10,2018,Octubre,Línea 1,543283.0
2018-10-10,2018,Octubre,Línea 5,98433.0
2018-10-10,2018,Octubre,Línea 2,213257.0
2018-10-10,2018,Octubre,Línea 7,134583.0
2018-10-10,2018,Octubre,Línea 3,181765.0
2018-10-10,2018,Octubre,Línea 4,70367.0
2018-10-11,2018,Octubre,Línea 6,231818.0
2018-10-11,2018,Octubre,Línea 7,131570.0
2018-10-11,2018,Octubre,Línea 3,186402.0
2018-10-11,2018,Octubre,Línea 1,541427.0
2018-10-11,2018,Octubre,Línea 4,65042.0
2018-10-11,2018,Octubre,Línea 2,211169.0
2018-10-11,2018,Octubre,Línea 5,99019.0
2018-10-12,2018,Octubre,Línea 7,137707.0
2018-10-12,2018,Octubre,Línea 3,199205.0
2018-10-12,2018,Octubre,Línea 4,72692.0
2018-10-12,2018,Octubre,Línea 1,557973.0
2018-10-12,2018,Octubre,Línea 6,234801.0
2018-10-12,2018,Octubre,Línea 5,104605.0
2018-10-12,2018,Octubre,Línea 2,221600.0
2018-10-13,2018,Octubre,Línea 3,133008.0
2018-10-13,2018,Octubre,Línea 6,149974.0
2018-10-13,2018,Octubre,Línea 1,322296.0
2018-10-13,2018,Octubre,Línea 4,67130.0
2018-10-13,2018,Octubre,Línea 5,72626.0
2018-10-13,2018,Octubre,Línea 7,92359.0
2018-10-13,2018,Octubre,Línea 2,133880.0
2018-10-14,2018,Octubre,Línea 7,55150.0
2018-10-14,2018,Octubre,Línea 2,84033.0
2018-10-14,2018,Octubre,Línea 3,90790.0
2018-10-14,2018,Octubre,Línea 4,34837.0
2018-10-14,2018,Octubre,Línea 5,51401.0
2018-10-14,2018,Octubre,Línea 6,97670.0
2018-10-14,2018,Octubre,Línea 1,176880.0
2018-10-15,2018,Octubre,Línea 7,132579.0
2018-10-15,2018,Octubre,Línea 4,66478.0
2018-10-15,2018,Octubre,Línea 5,98963.0
2018-10-15,2018,Octubre,Línea 2,213877.0
2018-10-15,2018,Octubre,Línea 3,187022.0
2018-10-15,2018,Octubre,Línea 6,237112.0
2018-10-15,2018,Octubre,Línea 1,527422.0
2018-10-16,2018,Octubre,Línea 3,190806.0
2018-10-16,2018,Octubre,Línea 5,101026.0
2018-10-16,2018,Octubre,Línea 1,542195.0
2018-10-16,2018,Octubre,Línea 4,71361.0
2018-10-16,2018,Octubre,Línea 6,221802.0
2018-10-16,2018,Octubre,Línea 7,135341.0
2018-10-16,2018,Octubre,Línea 2,217342.0
2018-10-17,2018,Octubre,Línea 6,240911.0
2018-10-17,2018,Octubre,Línea 1,539000.0
2018-10-17,2018,Octubre,Línea 5,104223.0
2018-10-17,2018,Octubre,Línea 4,68896.0
2018-10-17,2018,Octubre,Línea 7,136638.0
2018-10-17,2018,Octubre,Línea 3,188406.0
2018-10-17,2018,Octubre,Línea 2,215158.0
2018-10-18,2018,Octubre,Línea 3,187823.0
2018-10-18,2018,Octubre,Línea 2,211763.0
2018-10-18,2018,Octubre,Línea 6,230379.0
2018-10-18,2018,Octubre,Línea 5,95956.0
2018-10-18,2018,Octubre,Línea 4,71321.0
2018-10-18,2018,Octubre,Línea 7,137165.0
2018-10-18,2018,Octubre,Línea 1,537672.0
2018-10-19,2018,Octubre,Línea 6,247263.0
2018-10-19,2018,Octubre,Línea 4,71124.0
2018-10-19,2018,Octubre,Línea 5,102587.0
2018-10-19,2018,Octubre,Línea 2,217909.0
2018-10-19,2018,Octubre,Línea 7,139562.0
2018-10-19,2018,Octubre,Línea 1,568223.0
2018-10-19,2018,Octubre,Línea 3,198509.0
2018-10-20,2018,Octubre,Línea 3,134950.0
2018-10-20,2018,Octubre,Línea 4,62091.0
2018-10-20,2018,Octubre,Línea 6,146615.0
2018-10-20,2018,Octubre,Línea 7,96884.0
2018-10-20,2018,Octubre,Línea 1,314901.0
2018-10-20,2018,Octubre,Línea 5,73532.0
2018-10-20,2018,Octubre,Línea 2,135690.0
2018-10-21,2018,Octubre,Línea 7,54000.0
2018-10-21,2018,Octubre,Línea 3,85585.0
2018-10-21,2018,Octubre,Línea 4,35972.0
2018-10-21,2018,Octubre,Línea 2,82253.0
2018-10-21,2018,Octubre,Línea 5,50964.0
2018-10-21,2018,Octubre,Línea 6,96828.0
2018-10-21,2018,Octubre,Línea 1,193101.0
2018-10-22,2018,Octubre,Línea 6,230875.0
2018-10-22,2018,Octubre,Línea 1,523013.0
2018-10-22,2018,Octubre,Línea 7,132583.0
2018-10-22,2018,Octubre,Línea 4,70372.0
2018-10-22,2018,Octubre,Línea 5,98061.0
2018-10-22,2018,Octubre,Línea 2,210924.0
2018-10-22,2018,Octubre,Línea 3,181999.0
2018-10-23,2018,Octubre,Línea 6,234249.0
2018-10-23,2018,Octubre,Línea 7,139342.0
2018-10-23,2018,Octubre,Línea 3,186748.0
2018-10-23,2018,Octubre,Línea 1,536504.0
2018-10-23,2018,Octubre,Línea 4,68036.0
2018-10-23,2018,Octubre,Línea 5,99735.0
2018-10-23,2018,Octubre,Línea 2,210773.0
2018-10-24,2018,Octubre,Línea 6,228167.0
2018-10-24,2018,Octubre,Línea 7,138661.0
2018-10-24,2018,Octubre,Línea 3,186224.0
2018-10-24,2018,Octubre,Línea 5,99770.0
2018-10-24,2018,Octubre,Línea 2,209490.0
2018-10-24,2018,Octubre,Línea 4,71264.0
2018-10-24,2018,Octubre,Línea 1,529405.0
2018-10-25,2018,Octubre,Línea 1,541594.0
2018-10-25,2018,Octubre,Línea 2,210585.0
2018-10-25,2018,Octubre,Línea 6,235686.0
2018-10-25,2018,Octubre,Línea 7,137746.0
2018-10-25,2018,Octubre,Línea 4,70760.0
2018-10-25,2018,Octubre,Línea 5,100549.0
2018-10-25,2018,Octubre,Línea 3,189107.0
2018-10-26,2018,Octubre,Línea 1,562669.0
2018-10-26,2018,Octubre,Línea 6,251668.0
2018-10-26,2018,Octubre,Línea 7,140446.0
2018-10-26,2018,Octubre,Línea 2,220554.0
2018-10-26,2018,Octubre,Línea 3,196245.0
2018-10-26,2018,Octubre,Línea 4,70975.0
2018-10-26,2018,Octubre,Línea 5,101554.0
2018-10-27,2018,Octubre,Línea 6,138959.0
2018-10-27,2018,Octubre,Línea 7,82769.0
2018-10-27,2018,Octubre,Línea 2,140376.0
2018-10-27,2018,Octubre,Línea 4,59276.0
2018-10-27,2018,Octubre,Línea 5,75295.0
2018-10-27,2018,Octubre,Línea 1,353142.0
2018-10-27,2018,Octubre,Línea 3,147812.0
2018-10-28,2018,Octubre,Línea 6,99026.0
2018-10-28,2018,Octubre,Línea 7,51294.0
2018-10-28,2018,Octubre,Línea 2,84839.0
2018-10-28,2018,Octubre,Línea 1,179645.0
2018-10-28,2018,Octubre,Línea 4,34596.0
2018-10-28,2018,Octubre,Línea 5,51690.0
2018-10-28,2018,Octubre,Línea 3,90434.0
2018-10-29,2018,Octubre,Línea 1,512120.0
2018-10-29,2018,Octubre,Línea 5,96802.0
2018-10-29,2018,Octubre,Línea 2,209560.0
2018-10-29,2018,Octubre,Línea 4,64513.0
2018-10-29,2018,Octubre,Línea 6,233464.0
2018-10-29,2018,Octubre,Línea 7,135429.0
2018-10-29,2018,Octubre,Línea 3,191890.0
2018-10-30,2018,Octubre,Línea 7,135380.0
2018-10-30,2018,Octubre,Línea 6,232679.0
2018-10-30,2018,Octubre,Línea 1,533061.0
2018-10-30,2018,Octubre,Línea 4,67510.0
2018-10-30,2018,Octubre,Línea 3,186444.0
2018-10-30,2018,Octubre,Línea 5,98176.0
2018-10-30,2018,Octubre,Línea 2,209995.0
2018-10-31,2018,Octubre,Línea 7,140628.0
2018-10-31,2018,Octubre,Línea 3,180771.0
2018-10-31,2018,Octubre,Línea 1,523013.0
2018-10-31,2018,Octubre,Línea 5,96425.0
2018-10-31,2018,Octubre,Línea 6,221123.0
2018-10-31,2018,Octubre,Línea 2,183538.0
2018-10-31,2018,Octubre,Línea 4,70835.0
2018-11-01,2018,Noviembre,Línea 7,124922.0
2018-11-01,2018,Noviembre,Línea 1,417610.0
2018-11-01,2018,Noviembre,Línea 2,152404.0
2018-11-01,2018,Noviembre,Línea 6,165995.0
2018-11-01,2018,Noviembre,Línea 5,78417.0
2018-11-01,2018,Noviembre,Línea 4,63698.0
2018-11-01,2018,Noviembre,Línea 3,155239.0
2018-11-02,2018,Noviembre,Línea 7,80912.0
2018-11-02,2018,Noviembre,Línea 4,41598.0
2018-11-02,2018,Noviembre,Línea 6,124132.0
2018-11-02,2018,Noviembre,Línea 5,59078.0
2018-11-02,2018,Noviembre,Línea 2,100155.0
2018-11-02,2018,Noviembre,Línea 3,109650.0
2018-11-02,2018,Noviembre,Línea 1,254218.0
2018-11-03,2018,Noviembre,Línea 7,77899.0
2018-11-03,2018,Noviembre,Línea 3,109876.0
2018-11-03,2018,Noviembre,Línea 6,117600.0
2018-11-03,2018,Noviembre,Línea 4,62197.0
2018-11-03,2018,Noviembre,Línea 5,63181.0
2018-11-03,2018,Noviembre,Línea 1,226894.0
2018-11-03,2018,Noviembre,Línea 2,100002.0
2018-11-04,2018,Noviembre,Línea 3,77515.0
2018-11-04,2018,Noviembre,Línea 1,156984.0
2018-11-04,2018,Noviembre,Línea 6,88497.0
2018-11-04,2018,Noviembre,Línea 7,51467.0
2018-11-04,2018,Noviembre,Línea 4,31285.0
2018-11-04,2018,Noviembre,Línea 5,48904.0
2018-11-04,2018,Noviembre,Línea 2,73257.0
2018-11-05,2018,Noviembre,Línea 6,235582.0
2018-11-05,2018,Noviembre,Línea 5,99652.0
2018-11-05,2018,Noviembre,Línea 1,516870.0
2018-11-05,2018,Noviembre,Línea 4,70829.0
2018-11-05,2018,Noviembre,Línea 2,211153.0
2018-11-05,2018,Noviembre,Línea 3,185016.0
2018-11-05,2018,Noviembre,Línea 7,130600.0
2018-11-06,2018,Noviembre,Línea 6,240608.0
2018-11-06,2018,Noviembre,Línea 3,190040.0
2018-11-06,2018,Noviembre,Línea 4,67614.0
2018-11-06,2018,Noviembre,Línea 1,542544.0
2018-11-06,2018,Noviembre,Línea 7,137670.0
2018-11-06,2018,Noviembre,Línea 5,100342.0
2018-11-06,2018,Noviembre,Línea 2,213457.0
2018-11-07,2018,Noviembre,Línea 7,138372.0
2018-11-07,2018,Noviembre,Línea 5,101703.0
2018-11-07,2018,Noviembre,Línea 4,71459.0
2018-11-07,2018,Noviembre,Línea 6,237719.0
2018-11-07,2018,Noviembre,Línea 1,538841.0
2018-11-07,2018,Noviembre,Línea 3,190701.0
2018-11-07,2018,Noviembre,Línea 2,214953.0
2018-11-08,2018,Noviembre,Línea 6,250557.0
2018-11-08,2018,Noviembre,Línea 7,139311.0
2018-11-08,2018,Noviembre,Línea 3,188717.0
2018-11-08,2018,Noviembre,Línea 5,103183.0
2018-11-08,2018,Noviembre,Línea 1,541881.0
2018-11-08,2018,Noviembre,Línea 2,213969.0
2018-11-08,2018,Noviembre,Línea 4,70703.0
2018-11-09,2018,Noviembre,Línea 1,568698.0
2018-11-09,2018,Noviembre,Línea 7,143660.0
2018-11-09,2018,Noviembre,Línea 4,40984.0
2018-11-09,2018,Noviembre,Línea 2,220814.0
2018-11-09,2018,Noviembre,Línea 5,102371.0
2018-11-09,2018,Noviembre,Línea 6,236086.0
2018-11-09,2018,Noviembre,Línea 3,201256.0
2018-11-10,2018,Noviembre,Línea 4,74231.0
2018-11-10,2018,Noviembre,Línea 5,74338.0
