stop_id,stop_name,stop_lat,stop_lon,zone_id,wheelchair_boarding
B_0300L7-CLAVE0,Clave ,19.46494,-99.12636,0300L7-CLAVE0,1
B_0300L7-ROBLESDZ1,Robles Domínguez,19.46684,-99.12557,0300L7-ROBLESDZ1,1
B_0300L7-ROBLESDZ0,Robles Domínguez,19.46862,-99.12498,0300L7-ROBLESDZ0,1
B_0300L7-EXCELSIOR1,Excélsior,19.47059,-99.12416,0300L7-EXCELSIOR1,1
B_0300L7-EXCELSIOR0,Excélsior,19.47232,-99.1236,0300L7-EXCELSIOR0,1
B_0300L7-NECAXA1,Necaxa,19.47514,-99.12246,0300L7-NECAXA1,1
B_0300L7-NECAXA0,Necaxa,19.47648,-99.12203,0300L7-NECAXA0,1
B_0300L7-TALISMAN1,Av. Talismán,19.47849,-99.1212,0300L7-TALISMAN1,1
B_0300L7-TALISMAN0,Av. Talismán,19.47899,-99.12108,0300L7-TALISMAN0,1
B_0300L7-GARRIDO1,Garrido,19.48305,-99.11948,0300L7-GARRIDO1,1
B_0300L7-GARRIDO0,Garrido,19.4835,-99.11936,0300L7-GARRIDO0,1
B_0300L7-DELGAM,Delegación Gustavo A. Madero,19.48368,-99.11392,0300L7-DELGAM,1
B_0300L7-HOSPINFVILL,Hospital Infantil La Villa,19.48708,-99.11381,0300L7-HOSPINFVILL,1
B_0300L7-MISTERIOS,De Los Misterios,19.4876,-99.11783,0300L7-MISTERIOS,1
B_0300L7-INDIOSVERDES,Indios Verdes,19.4933,-99.121,0300L7-INDIOSVERDES,1
B_0300L6-482,482,19.46686,-99.07552,0300L6-482,1
B_0300L6-414,414,19.46843,-99.07159,0300L6-414,1
B_0300L6-VILLARAGON,Villa de Aragón,19.464920000000006,-99.05952,0300L6-VILLARAGON,1
B_0300L6-FCOMORAZAN,Francisco Morazán,19.46705,-99.06183,0300L6-FCOMORAZAN,1
B_0300L6-COLBACH9,Colegio de Bachilleres 9,19.4698,-99.065,0300L6-COLBACH9,1
B_0300L6-416OTE,416 Oriente,19.47114,-99.07091,0300L6-416OTE,1
B_0300L6-PRADERA,La Pradera,19.47313,-99.06867,0300L6-PRADERA,1
B_0300L6-VOLCANFUEGO,Volcán de Fuego,19.47697,-99.07252,0300L6-VOLCANFUEGO,1
B_0300L6-AMPLPROVID,Ampliación Providencia,19.47985,-99.0753,0300L6-AMPLPROVID,1
B_0300L6-DVOGALEANA,Deportivo Los Galeana,19.47846,-99.07805,0300L6-DVOGALEANA,1
B_0300L6-416PTE,416 Poniente,19.472520000000006,-99.07938,0300L6-416PTE,1
B_0300L6-LORETOFABE,Loreto Fabela,19.4674,-99.08098,0300L6-LORETOFABE,1
B_0300L6-PBLOARAGON,Pueblo San Juan de Aragón,19.47101,-99.08636,0300L6-PBLOARAGON,1
B_0300L6-CASASALEMAN,Casas Alemán,19.47432,-99.08837,0300L6-CASASALEMAN,1
B_0300L6-GRANCANAL,Gran Canal,19.47709,-99.09293,0300L6-GRANCANAL,1
B_0300L6-JUANARAGON,San Juan de Aragón,19.47876,-99.09717,0300L6-JUANARAGON,1
B_0300L6-HOSPGRALVILLA,Hospital General La Villa,19.48037,-99.10119,0300L6-HOSPGRALVILLA,1
B_0300L6-MARTINCARR,Martín Carrera,19.48204,-99.10534,0300L6-MARTINCARR,1
B_0300L6-DELGAM,Delegación Gustavo A. Madero,19.48389,-99.11234,0300L6-DELGAM,1
B_0300L6-HOSPINFVILLA,Hospital Infantil La Villa,19.48804,-99.1147,0300L6-HOSPINFVILLA,1
B_0300L6-MISTERIOS,De Los Misterios,19.48721,-99.11795,0300L6-MISTERIOS,1
B_0300L6-VILLA,La Villa,19.48543,-99.1196,0300L6-VILLA,1
B_0300L6-DVO18MZO,Deportivo 18 de Marzo,19.4866,-99.1224,0300L6-DVO18MZO,1
B_0300L6-RIOBAMBA,Riobamba,19.48865,-99.1279,0300L6-RIOBAMBA,1
B_0300L6-IPN,Instituto Politécnico Nacional,19.49043,-99.13265,0300L6-IPN,1
B_0300L6-BARTOLO,San Bartolo,19.49196,-99.13911,0300L6-BARTOLO,1
B_0300L6-INSTPETRO,Instituto del Petróleo,19.49315,-99.14517,0300L6-INSTPETRO,1
B_0300L6-LIND-VALLEJO,Lindavista - Vallejo,19.49378,-99.14804,0300L6-LIND-VALLEJO,1
B_0300L6-MONTEVIDEO,Montevideo,19.49488,-99.15306,0300L6-MONTEVIDEO,1
B_0300L6-NTE45,Norte 45,19.49635,-99.15975,0300L6-NTE45,1
B_0300L6-NTE59,Norte 59,19.49762,-99.16555,0300L6-NTE59,1
B_0300L6-TECNOPARQUE,Tecnoparque,19.50247,-99.17888,0300L6-TECNOPARQUE,1
B_0300L6-UAMAZCAPOTZ,UAM Azcapotzalco,19.50401,-99.18399,0300L6-UAMAZCAPOTZ,1
B_0300L6-FERRONALES,Ferocarriles Nacionales,19.50487,-99.1886,0300L6-FERRONALES,1
B_0300L6-CULTURAS,De Las Culturas,19.51094,-99.19261,0300L6-CULTURAS,1
B_0300L6-COLBACH1,Colegio de Bachilleres 1,19.51164,-99.19731,0300L6-COLBACH1,1
B_0300L6-ROSARIO,El Rosario,19.50717,-99.19955,0300L6-ROSARIO,1
B_0300L5-PREPA1,Preparatoria 1,19.27351,-99.12051,0300L5-PREPA1,1
B_0300L5-DIFXOCHIMIL,DIF Xochimilco,19.27747,-99.11809,0300L5-DIFXOCHIMIL,1
B_0300L5-CTOCUEMANCO,Circuito Cuemanco,19.28104,-99.1168,0300L5-CTOCUEMANCO,1
B_0300L5-MUYUGUARDA,Muyuguarda,19.28522,-99.11549,0300L5-MUYUGUARDA,1
B_0300L5-CANAVERALES,Cañaverales,19.29541,-99.11449,0300L5-CANAVERALES,1
B_0300L5-CALZHUESO,Calzada del Hueso,19.30091,-99.11354,0300L5-CALZHUESO,1
B_0300L5-VISTAHERMOSA,Vista Hermosa,19.30681,-99.11179,0300L5-VISTAHERMOSA,1
B_0300L5-BOMBAS,Las Bombas,19.31147,-99.11074,0300L5-BOMBAS,1
B_0300L5-TEPETLAPA,Tepetlapa,19.31634,-99.11163,0300L5-TEPETLAPA,1
B_0300L5-VIRGEN,La Virgen,19.32068,-99.11362,0300L5-VIRGEN,1
B_0300L5-MANUELASAENZ,Manuela Sáenz,19.32421,-99.11397,0300L5-MANUELASAENZ,1
B_0300L5-ESIMECULHUACAN,ESIME Culhuacán,19.32921,-99.11354,0300L5-ESIMECULHUACAN,1
B_0300L5-CAFETALES,Cafetales,19.33372,-99.11315,0300L5-CAFETALES,1
B_0300L5-CALZTASQUENA,Calzada Taxqueña,19.33876,-99.113,0300L5-CALZTASQUENA,1
B_0300L5-BARRIOSANANTO,Barrio San Antonio,19.34313,-99.11244,0300L5-BARRIOSANANTO,1
B_0300L5-PUEBLOREYES,Pueblo los Reyes,19.34798,-99.11134,0300L5-PUEBLOREYES,1
B_0300L5-ERMITAIZTAPA,Ermita Iztapalapa,19.35663,-99.11134,0300L5-ERMITAIZTAPA,1
B_0300L5-ATANASIOSARA,Atanasio G. Saravia,19.36126,-99.11028,0300L5-ATANASIOSARA,1
B_0300L5-ESCUADRON201,Escuadrón 201,19.36604,-99.10919,0300L5-ESCUADRON201,1
B_0300L5-OTE116,Oriente 116,19.39026,-99.11266,0300L5-OTE116,1
B_0300L5-MCOYUYA,Metro Coyuya,19.39939,-99.11353,0300L5-MCOYUYA,1
B_0300L5-HTALGRALTRONCO,Hospital General Troncoso,19.40546,-99.11357,0300L5-HTALGRALTRONCO,1
B_0300L5-MIXIUHCA,Mixiuhca,19.4082,-99.11328,0300L5-MIXIUHCA,1
B_0300L5-AVTALLER,Avenida del Taller,19.41278,-99.11282,0300L5-AVTALLER,1
B_0300L5-VENUSTIANOCARR,Venustiano Carranza,19.41837,-99.11222,0300L5-VENUSTIANOCARR,1
B_0300L5-SANLAZARO,San Lázaro Norte,19.43122,-99.1152,0300L5-SANLAZARO,1
B_0300L5-ARCHGRALNAC,Archivo General de la Nación,19.43726,-99.11438,0300L5-ARCHGRALNAC,1
B_0300L5-MDOMORELOS,Mercado Morelos,19.44128,-99.11343,0300L5-MDOMORELOS,1
B_0300L5-DVOEDOMOLINA,Deportivo Eduardo Molina,19.44478,-99.11212,0300L5-DVOEDOMOLINA,1
B_0300L5-CANALNTE,Canal del Norte,19.4496,-99.11037,0300L5-CANALNTE,1
B_0300L5-RIOREMEDIOS,Río de los Remedios,19.50711,-99.08593,0300L5-RIOREMEDIOS,1
B_0300L4-ALAMEDAOTE,Alameda Oriente,19.43077,-99.05338,0300L4-ALAMEDAOTE,1
B_0300L4-CALLE6,Calle 6,19.42111,-99.05852,0300L4-CALLE6,1
B_0300L4-PANTITLAN,Pantitlán,19.41707,-99.07345,0300L4-PANTITLAN,1
B_0300L4-AEROT2,Terminal 2 - Aeropuerto,19.42148,-99.07725,0300L4-AEROT2,1
B_0300L4-AEROT1,Terminal 1 - Aeropuerto,19.43531,-99.08367,0300L4-AEROT1,1
B_0300L4-LAZARO1,San Lázaro Oriente,19.43091,-99.11517,0300L4-LAZARO1,1
B_0300L4-LAZARO0,San Lázaro,19.43112,-99.11543,0300L4-LAZARO0,1
B_0300L4-ARCHGRALNAC1,Archivo General de la Nación,19.43497,-99.11462,0300L4-ARCHGRALNAC1,1
B_0300L4-ARCHGRALNAC0,Archivo General de la Nación,19.43536,-99.11518,0300L4-ARCHGRALNAC0,1
B_0300L4-MORELOS1,Morelos,19.43579,-99.11824,0300L4-MORELOS1,1
B_0300L4-MORELOS0,Morelos,19.43581,-99.119,0300L4-MORELOS0,1
B_0300L4-FERROCINT1,Ferrocarril de Cintura,19.43614,-99.12081,0300L4-FERROCINT1,1
B_0300L4-FERROCINT0,Ferrocarril de Cintura,19.436,-99.12161,0300L4-FERROCINT0,1
B_0300L4-MIXCALCO1,Mixcalco,19.43636,-99.12341,0300L4-MIXCALCO1,1
B_0300L4-MIXCALCO0,Mixcalco,19.43632,-99.12416,0300L4-MIXCALCO0,1
B_0300L4-TEATROPUEB1,Teatro del Pueblo,19.43685,-99.12704,0300L4-TEATROPUEB1,1
B_0300L4-TEATROPUEB0,Teatro del Pueblo,19.436770000000006,-99.12762,0300L4-TEATROPUEB0,1
B_0300L4-REPARGEN1,República de Argentina,19.43736,-99.13119,0300L4-REPARGEN1,1
B_0300L4-REPARGEN0,República de Argentina,19.43741,-99.132,0300L4-REPARGEN0,1
B_0300L4-REPCHILE1,República de Chile,19.43788,-99.13502,0300L4-REPCHILE1,1
B_0300L4-REPCHILE0,República de Chile,19.43797,-99.1359,0300L4-REPCHILE0,1
B_0300L4-TEATROBLAN1,Teatro Blanquita,19.43843,-99.13908,0300L4-TEATROBLAN1,1
B_0300L4-TEATROBLAN0,Teatro Blanquita,19.43864,-99.13997,0300L4-TEATROBLAN0,1
B_0300L4-BELLASARTES1,Bellas Artes,19.43641,-99.14172,0300L4-BELLASARTES1,1
B_0300L4-BELLASARTES0,Bellas Artes,19.43641,-99.14182,0300L4-BELLASARTES0,1
B_0300L4-HIDALGO1,Hidalgo,19.4373,-99.14615,0300L4-HIDALGO1,1
B_0300L4-HIDALGO0,Hidalgo ,19.43728,-99.14621,0300L4-HIDALGO0,1
B_0300L4-MUSEOSCARL1,Museo San Carlos,19.43823,-99.1506,0300L4-MUSEOSCARL1,1
B_0300L4-MUSEOSCARL0,Museo San Carlos,19.438270000000006,-99.15078,0300L4-MUSEOSCARL0,1
B_0300L4-MOCTEZUMA,Moctezuma,19.42689,-99.11198,0300L4-MOCTEZUMA,1
B_0300L4-EDOMOLINA,Eduardo Molina,19.42718,-99.11623,0300L4-EDOMOLINA,1
B_0300L4-HOSPBALBUE,Hospital Balbuena,19.4251,-99.11615,0300L4-HOSPBALBUE,1
B_0300L4-CECILIOROB1,Cecilio Robelo,19.42548,-99.11904,0300L4-CECILIOROB1,1
B_0300L4-CECILIOROB0,Cecilio Robelo,19.42517,-99.11987,0300L4-CECILIOROB0,1
B_0300L4-MDOSONORA0,Mercado de Sonora,19.42318,-99.12392,0300L4-MDOSONORA0,1
B_0300L4-MERCED,La Merced,19.42545,-99.12595,0300L4-MERCED,1
B_0300L4-CRUCESSUR,Las Cruces Sur,19.42616,-99.12992,0300L4-CRUCESSUR,1
B_0300L4-PINOSUAREZ,Pino Suárez,19.42666,-99.13278,0300L4-PINOSUAREZ,1
B_0300L4-MUSEOCDAD0,Museo de la Ciudad,19.42893,-99.1328,0300L4-MUSEOCDAD0,1
B_0300L4-ISABELCATOLI1,Isabel la Católica,19.42969,-99.13659,0300L4-ISABELCATOLI1,1
B_0300L4-ISABELCATOLI0,Isabel la Católica,19.42962,-99.13701,0300L4-ISABELCATOLI0,1
B_0300L4-SALVADOR1,El Salvador,19.42987,-99.13854,0300L4-SALVADOR1,1
B_0300L4-SALVADOR0,El Salvador,19.43007,-99.13942,0300L4-SALVADOR0,1
B_0300L4-EJECTRAL1,Eje Central ,19.4303,-99.1408,0300L4-EJECTRAL1,1
B_0300L4-EJECTRAL0,Eje Central,19.43033,-99.14193,0300L4-EJECTRAL0,1
B_0300L4-MDOSANJUAN1,Mercados San Juan,19.43061,-99.14355,0300L4-MDOSANJUAN1,1
B_0300L4-MDOSANJUAN0,Mercados San Juan,19.43077000000001,-99.14465,0300L4-MDOSANJUAN0,1
B_0300L4-JUAREZ1,Juárez,19.43126,-99.14774,0300L4-JUAREZ1,1
B_0300L4-JUAREZ0,Juárez ,19.43131,-99.14839,0300L4-JUAREZ0,1
B_0300L4-VOCA51,Vocacional 5,19.43159,-99.15022,0300L4-VOCA51,1
B_0300L4-VOCA5,Vocacional 5,19.43176,-99.15095,0300L4-VOCA5,1
B_0300L4-DEFENSPUBLIC,Defensoría Pública,19.43311,-99.15063,0300L4-DEFENSPUBLIC,1
B_0300L4-DEFENSPUBLICA,Defensoría Pública,19.43336,-99.15101,0300L4-DEFENSPUBLICA,1
B_0300L4-GTACOLON1,Amajac,19.43416,-99.15353,0300L4-GTACOLON1,1
B_0300L4-GTACOLON0,Amajac,19.43501,-99.15337,0300L4-GTACOLON0,1
B_0300L4-PZAREPUBL1,Plaza de la República,19.4368,-99.15414,0300L4-PZAREPUBL1,1
B_0300L4-PZAREPUBLI0,Plaza de la República ,19.43713,-99.15398,0300L4-PZAREPUBLI0,1
B_0300L4-MXTENOCH1,México Tenochtitlan,19.43864,-99.15346,0300L4-MXTENOCH1,1
B_0300L4-MXTENOCH0,México Tenochtitlan ,19.43903,-99.15327,0300L4-MXTENOCH0,1
B_0300L4-CUAUHTEMOC1,Cuahutémoc ,19.44214,-99.15245,0300L4-CUAUHTEMOC1,1
B_0300L4-CUAUHTEMOC0,Cuahutémoc,19.44259,-99.15242,0300L4-CUAUHTEMOC0,1
B_0300L4-BUENAVISTA,Buenavista,19.44486,-99.15227,0300L4-BUENAVISTA,1
B_0300L3-MIGUELLAURENT,Miguel Laurent,19.37434,-99.16038,0300L3-MIGUELLAURENT,1
B_0300L3-DIVISIONNTE,División del Norte,19.37993,-99.15897,0300L3-DIVISIONNTE,1
B_0300L3-EUGENIA,Eugenia,19.38595,-99.15723,0300L3-EUGENIA,1
B_0300L3-LUZSAVINON,Luz Saviñón,19.39091,-99.15644,0300L3-LUZSAVINON,1
B_0300L3-OBREROMUNDIAL,Obrero Mundial,19.40106,-99.1556,0300L3-OBREROMUNDIAL,1
B_0300L3-CENTROMEDICO,Centro Médico,19.40727,-99.15513,0300L3-CENTROMEDICO,1
B_0300L3-DRMARQUEZ,Dr. Márquez,19.41111,-99.15484,0300L3-DRMARQUEZ,1
B_0300L3-HOSPGENERAL,Hospital General,19.41444,-99.15456,0300L3-HOSPGENERAL,1
B_0300L3-JARDINPUSHK,Jardín Pushkin,19.4204,-99.15408,0300L3-JARDINPUSHK,1
B_0300L3-CUAUHTEMOC,Cuauhtémoc,19.42496,-99.1537,0300L3-CUAUHTEMOC,1
B_0300L3-BALDERAS,Balderas,19.42807,-99.14874,0300L3-BALDERAS,1
B_0300L3-JUAREZ,Juárez,19.43129,-99.14803,0300L3-JUAREZ,1
B_0300L3-HIDALGO,Hidalgo,19.43601,-99.14721,0300L3-HIDALGO,1
B_0300L3-MINA,Mina,19.44058,-99.14855,0300L3-MINA,1
B_0300L3-GUERRERO,Guerrero,19.44603,-99.14721,0300L3-GUERRERO,1
B_0300L3-RFLORESMAGON,Ricardo Flores Magón,19.45178,-99.1459,0300L3-RFLORESMAGON,1
B_0300L3-TLATELOLCO,Tlatelolco,19.45556,-99.14505,0300L3-TLATELOLCO,1
B_0300L3-TOLNAHUAC,Tolnáhuac,19.45989,-99.14406,0300L3-TOLNAHUAC,1
B_0300L3-CIRCUITO,Circuito,19.46329,-99.14406,0300L3-CIRCUITO,1
B_0300L3-RAZA,La Raza,19.46733,-99.14095,0300L3-RAZA,1
B_0300L3-HOSPRAZA,Hospital La Raza,19.46799,-99.14385,0300L3-HOSPRAZA,1
B_0300L3-HEROENACOZA,Héroe de Nacozari,19.47116,-99.14504,0300L3-HEROENACOZA,1
B_0300L3-CUITLAHUAC,Cuitláhuac,19.47415,-99.14616,0300L3-CUITLAHUAC,1
B_0300L3-COLTONGO,Coltongo,19.47985,-99.14833,0300L3-COLTONGO,1
B_0300L3-MAGDASALINAS,Magdalena de las Salinas,19.48388,-99.14986,0300L3-MAGDASALINAS,1
B_0300L3-PNTE 128,Poniente 128,19.48955,-99.15196,0300L3-PNTE 128,1
B_0300L3-PNTE134,Poniente 134,19.49269,-99.15317,0300L3-PNTE134,1
B_0300L3-MONTEVIDEO,Montevideo,19.49611,-99.15446,0300L3-MONTEVIDEO,1
B_0300L3-PNTE146,Poniente 146,19.49999,-99.15588,0300L3-PNTE146,1
B_0300L3-PATERA,La Patera,19.50366,-99.15727,0300L3-PATERA,1
B_0300L3-JUPITER,Júpiter,19.50861,-99.15924,0300L3-JUPITER,1
B_0300L3-TRESANEGAS,Tres Anegas,19.51551,-99.16193,0300L3-TRESANEGAS,1
B_0300L3-PROGRESONA,Progreso Nacional,19.51969,-99.16377,0300L3-PROGRESONA,1
B_0300L3-SANJOSEESCA,San José de la Escalera,19.52272,-99.16556,0300L3-SANJOSEESCA,1
B_0300L3-TENAYUCA,Tenayuca,19.52862,-99.17011,0300L3-TENAYUCA,1
B_0300L3-ETIOPIA,Etiopía,19.397,-99.1559,0300L3-ETIOPIA,1
B_0300L2-GRALANTONIOLEO,General Antonio de León,19.38538,-99.05173,0300L2-GRALANTONIOLEO,1
B_0300L2-TEPALCATES,Tepalcates,19.39077,-99.04761,0300L2-TEPALCATES,1
B_0300L2-NICOLASBRAVO,Nicolás Bravo,19.3935,-99.05093,0300L2-NICOLASBRAVO,1
B_0300L2-CANALSANJUAN,Canal de San Juan ,19.39671,-99.05655,0300L2-CANALSANJUAN,1
B_0300L2-CONSTAPATZIN,Constitución de Apatztingán,19.38903,-99.05985,0300L2-CONSTAPATZIN,1
B_0300L2-CCHOTE,CCH Oriente,19.38333,-99.06079,0300L2-CCHOTE,1
B_0300L2-LEYESREFORMA,Leyes de Reforma,19.38347000000001,-99.06582,0300L2-LEYESREFORMA,1
B_0300L2-DELMORAL,Del Moral,19.3842,-99.07092,0300L2-DELMORAL,1
B_0300L2-RIOFRIO,Río Frío,19.38763,-99.07428,0300L2-RIOFRIO,1
B_0300L2-ROJOGOMEZ,Rojo Gómez,19.38451,-99.07637,0300L2-ROJOGOMEZ,1
B_0300L2-RIOMAYO,Río Mayo,19.38696,-99.08002,0300L2-RIOMAYO,1
B_0300L2-RIOTECOLUTLA,Río Tecolutla,19.38906,-99.08315,0300L2-RIOTECOLUTLA,1
B_0300L2-RODEO,El Rodeo,19.39166,-99.08708,0300L2-RODEO,1
B_0300L2-UPIICSA,UPIICSA,19.39394,-99.09039,0300L2-UPIICSA,1
B_0300L2-IZTACALCO,Iztacalco,19.39655,-99.09596,0300L2-IZTACALCO,1
B_0300L2-GOMA,Goma,19.39689,-99.10001,0300L2-GOMA,1
B_0300L2-TLACOTAL,Tlacotal,19.39722,-99.10391,0300L2-TLACOTAL,1
B_0300L2-CANELA,Canela,19.39785,-99.10934,0300L2-CANELA,1
B_0300L2-METROCOYUYA,Metro Coyuya,19.39828,-99.1136,0300L2-METROCOYUYA,1
B_0300L2-COYUYA,Coyuya,19.39828,-99.11678,0300L2-COYUYA,1
B_0300L2-LAVIGA,La Viga,19.39806,-99.12456,0300L2-LAVIGA,1
B_0300L2-ANDRESMOLI,Andrés Molina,19.39768,-99.1297,0300L2-ANDRESMOLI,1
B_0300L2-AMERICAS,Las Américas,19.39346,-99.13435,0300L2-AMERICAS,1
B_0300L2-XOLA,Xola,19.39437,-99.14025,0300L2-XOLA,1
B_0300L2-ALAMOS,Alamos,19.39475,-99.14294,0300L2-ALAMOS,1
B_0300L2-CENTROSCOP,Centro SCOP,19.39525,-99.14676,0300L2-CENTROSCOP,1
B_0300L2-DRVERTIZ,Doctor Vértiz,19.39561,-99.15171,0300L2-DRVERTIZ,1
B_0300L2-ETIOPIA,Etiopía,19.39584,-99.155,0300L2-ETIOPIA,1
B_0300L2-AMORES,Amores,19.39688,-99.16382,0300L2-AMORES,1
B_0300L2-VIADUCTO,Viaducto,19.40131,-99.16809,0300L2-VIADUCTO,1
B_0300L2-NVOLEON,Nuevo León,19.4035,-99.17041,0300L2-NVOLEON,1
B_0300L2-ESCANDON,Escandón,19.40441,-99.17383,0300L2-ESCANDON,1
B_0300L2-PATRIOTISMO,Patriotismo,19.40557,-99.17737,0300L2-PATRIOTISMO,1
B_0300L2-DELASALLE,De La Salle,19.40759,-99.18351,0300L2-DELASALLE,1
B_0300L2-ANTONMACEO,Antonio Maceo,19.40487000000001,-99.1859,0300L2-ANTONMACEO,1
B_0300L2-TACUBAYA,Tacubaya,19.40199,-99.18701,0300L2-TACUBAYA,1
B_0300L2-PARQUELIRA,Parque Lira,19.40779,-99.1891,0300L2-PARQUELIRA,1
B_0300L3-BUENAVISTA,Buenavista,19.44613,-99.152,0300L3-BUENAVISTA,1
B_0300L1-GLORIETA-1,Glorieta Insurgentes,19.42339,-99.16254,0300L1-GLORIETA-1,1
B_0300L1-GLORIETA-0,Glorieta Insurgentes,19.42413,-99.16324,0300L1-GLORIETA-0,1
B_0300L1-CAMINERO,El Caminero,19.27931,-99.16908,0300L1-CAMINERO,1
B_0300L1-LAJOYA,La Joya,19.28032,-99.16999,0300L1-LAJOYA,1
B_0300L1-STAURSULA,Santa Ursula,19.28326,-99.1753,0300L1-STAURSULA,1
B_0300L1-FUENTESBROTAN,Fuentes Brotantes,19.2881,-99.1746,0300L1-FUENTESBROTAN,1
B_0300L1-AYUNTAMIENTO,Ayuntamiento,19.2926,-99.17754,0300L1-AYUNTAMIENTO,1
B_0300L1-CORREGIDORA,Corregidora,19.29407,-99.18103,0300L1-CORREGIDORA,1
B_0300L1-VILLAOLIMPICA,Villa Olímpica,19.29909,-99.18551,0300L1-VILLAOLIMPICA,1
B_0300L1-PERISUR,Perisur,19.30411,-99.18613,0300L1-PERISUR,1
B_0300L1-CCU,CCU,19.31516,-99.18753,0300L1-CCU,1
B_0300L1-CU,Ciudad Universitaria,19.32295,-99.18847,0300L1-CU,1
B_0300L1-DRGALVEZ,Dr. Gálvez,19.34071,-99.19004,0300L1-DRGALVEZ,1
B_0300L1-BOMBILLA,La Bombilla,19.34682,-99.18773,0300L1-BOMBILLA,1
B_0300L1-ALTAVISTA,Altavista,19.3509,-99.18636,0300L1-ALTAVISTA,1
B_0300L1-OLIVO,Olivo,19.35463,-99.18516,0300L1-OLIVO,1
B_0300L1-FRANCIA,Francia,19.35848,-99.18391,0300L1-FRANCIA,1
B_0300L1-JOSEMRIAVELAS,José María Velasco,19.36176,-99.18285,0300L1-JOSEMRIAVELAS,1
B_0300L1-TEATROINSURG,Teatro de los Insurgentes,19.36493,-99.18183,0300L1-TEATROINSURG,1
B_0300L1-RIOCHURU,Río Churubusco,19.36878,-99.18057,0300L1-RIOCHURU,1
B_0300L1-FELIXCUEVAS,Felix Cuevas,19.37425,-99.1788,0300L1-FELIXCUEVAS,1
B_0300L1-PARQUEHUND,Parque Hundido,19.37959,-99.17707,0300L1-PARQUEHUND,1
B_0300L1-CIUDADDEPORTES,Ciudad de los Deportes,19.38245,-99.17614,0300L1-CIUDADDEPORTES,1
B_0300L1-COLDELVALLE,Colonia del Valle,19.38569,-99.17509,0300L1-COLDELVALLE,1
B_0300L1-NAPOLES,Nápoles,19.38969,-99.17379,0300L1-NAPOLES,1
B_0300L1-POLIFORUM,Poliforum,19.3933,-99.17262,0300L1-POLIFORUM,1
B_0300L1-LAPIEDAD,La Piedad,19.39797,-99.17111,0300L1-LAPIEDAD,1
B_0300L1-NVOLEON,Nuevo León,19.40204,-99.16978,0300L1-NVOLEON,1
B_0300L1-CHILPANCINGO,Chilpancingo,19.40658,-99.1683,0300L1-CHILPANCINGO,1
B_0300L1-CAMPECHE,Campeche,19.40977,-99.16727,0300L1-CAMPECHE,1
B_0300L1-SONORA,Sonora,19.41327,-99.16612,0300L1-SONORA,1
B_0300L1-ALVAROOBRE,Álvaro Obregón,19.41655,-99.16506,0300L1-ALVAROOBRE,1
B_0300L1-DURANGO,Durango,19.41993,-99.16406,0300L1-DURANGO,1
B_0300L1-HAMBURGO,Hamburgo,19.42752,-99.16124,0300L1-HAMBURGO,1
B_0300L1-REFORMA,Reforma,19.4329,-99.15871,0300L1-REFORMA,1
B_0300L1-PLAZAREPU,Plaza de la República,19.43605,-99.15732,0300L1-PLAZAREPU,1
B_0300L1-REVOLUCION,Revolución,19.44035,-99.15541,0300L1-REVOLUCION,1
B_0300L1-ELCHOPO,El Chopo,19.44335,-99.15441,0300L1-ELCHOPO,1
B_0300L1-BUENAVISTA,Buenavista,19.44684,-99.15313,0300L1-BUENAVISTA,1
B_0300L1-MANUELGLEZ,Manuel González,19.4571,-99.14893,0300L1-MANUELGLEZ,1
B_0300L1-SANSIMON,San Simón,19.45963,-99.14642,0300L1-SANSIMON,1
B_0300L1-CIRCUITO,Circuito,19.46261,-99.14401,0300L1-CIRCUITO,1
B_0300L1-LARAZA,La Raza,19.4687,-99.13899,0300L1-LARAZA,2
B_0300L1-POTRERO,Potrero,19.47664,-99.13247,0300L1-POTRERO,2
B_0300L1-EUZKARO,Euzkaro,19.48252,-99.12763,0300L1-EUZKARO,1
B_0300L1-DVO18MARZO,Deportivo 18 de Marzo,19.48629,-99.12453,0300L1-DVO18MARZO,1
B_0300L1-INDIOSVERDES,Indios Verdes,19.49682,-99.11972,0300L1-INDIOSVERDES,1
B_03SL01-PARIS,París,19.4323947200457,-99.1559054549711,03SL01-PARIS,0
B_03SL01-REFORMA,Reforma,19.4311064831185,-99.1585442502942,03SL01-REFORMA,0
B_03SL01-HAMBURGO,Hamburgo,19.4291701614317,-99.1627973407535,03SL01-HAMBURGO,0
B_03SL01-AHUE,El Ahuehuete,19.4280679007477,-99.1650586323921,03SL01-AHUE,0
B_03SL01-ANGEL,El Ángel,19.4264181434435,-99.1686575352059,03SL01-ANGEL,0
B_03SL01-DIANA,La Diana,19.4245828293295,-99.1725136283134,03SL01-DIANA,0
B_03SL01-CHAPU,Chapultepec,19.423587082951,-99.1746736074434,03SL01-CHAPU,0
B_03SL01-ATACUBAYA,Alameda Tacubaya,19.401473,-99.185882,03SL01-ATACUBAYA,0
B_03SL01-SALLE,De La Salle,19.4090200863265,-99.1834667351685,03SL01-SALLE,0
B_03SL01-SALLEOP,De La Salle,19.4083683433015,-99.18420775806,03SL01-SALLEOP,0
B_03SL01-CHAPUOP,Chapultepec,19.4240611808285,-99.1742584830995,03SL01-CHAPUOP,0
B_03SL01-DIANAOP,La Diana,19.4256682899915,-99.1708919701395,03SL01-DIANAOP,0
